venue,user,year,doy,dow,hour,lon,lat,senti_val
AMC Loews Waterfront 22,baby_sirens,2015,305,0,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BeautyandBalor,2015,202,2,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,kelsdoesnttweet,2015,95,0,19,-79.9177,40.4066,-0.113
AMC Loews Waterfront 22,ShelbyT20,2014,87,5,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,S_alkahlan,2014,90,1,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Mauradee2003,2014,96,0,14,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2014,154,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,superfro432,2014,96,0,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2014,104,1,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,109,6,14,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Nawaf_35,2014,124,0,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,131,0,18,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,KathleenHeuer,2014,138,0,19,-79.9177,40.4066,0.297
AMC Loews Waterfront 22,IPhillyBoy2011,2014,141,3,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mike8120,2014,144,6,0,-79.9177,40.4066,0.241
AMC Loews Waterfront 22,kelsdoesnttweet,2014,144,6,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,i_abdu11ah,2014,147,2,4,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,HumphreyLee,2014,150,5,2,-79.9177,40.4066,-0.231
AMC Loews Waterfront 22,d0o0fy,2014,151,6,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,SWSondheimer,2014,157,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Preebs,2014,178,5,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ChelsssWilliams,2014,173,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,AngelinaRose333,2014,161,2,16,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,pure_wings,2014,161,2,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BeautyandBalor,2015,195,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,196,3,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,sonic13oom,2014,326,6,3,-79.9177,40.4066,-0.125
AMC Loews Waterfront 22,kelsdoesnttweet,2014,332,5,3,-79.9177,40.4066,-0.125
AMC Loews Waterfront 22,megan_wint,2014,341,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,colindean,2014,359,4,2,-79.9177,40.4066,-0.126
AMC Loews Waterfront 22,chintankamin,2015,3,6,19,-79.9177,40.4066,-0.126
AMC Loews Waterfront 22,MollyRhiannan,2015,18,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,techburgh,2015,19,1,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2015,20,2,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ConcertSurfer,2015,30,5,15,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,TalkDownie2Me,2015,48,2,18,-79.9177,40.4066,0.085
AMC Loews Waterfront 22,TalkDownie2Me,2015,59,6,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,akaBab6aiin,2015,66,6,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,lostmethod1,2015,67,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2014,32,6,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,afrasta,2014,51,4,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,svj111,2014,60,6,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2014,74,6,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Jeremy_Lynch,2014,80,5,23,-79.9177,40.4066,0.176
AMC Loews Waterfront 22,kainimura,2014,94,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,kelsdoesnttweet,2014,94,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,babyboi8566,2014,96,0,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ReallyRoos,2014,117,0,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,124,0,16,-79.9177,40.4066,0.226
AMC Loews Waterfront 22,IxWalaa,2014,131,0,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,IPhillyBoy2011,2014,133,2,14,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,145,0,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,166,0,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mauraphobia,2015,175,3,20,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,SharkDavis,2015,121,5,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,lostmethod1,2015,121,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,xbeautyxtruthx,2015,121,5,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,chrissytinaaa,2015,121,5,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,chucksax,2015,311,6,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2015,188,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,192,6,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2015,188,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,192,6,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,197,4,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,yakk0dotorg,2015,198,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,YmAlmansour,2015,74,0,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,d0o0fy,2015,246,4,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,acetwo2k5,2015,121,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mauraphobia,2015,175,3,20,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,291,0,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,iamandrewgraham,2015,226,5,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,235,0,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,235,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,247,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,241,6,2,-79.9177,40.4066,-0.036
AMC Loews Waterfront 22,Silent_Jon,2015,196,3,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,235,0,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,235,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,sonic13oom,2014,326,6,3,-79.9177,40.4066,-0.125
AMC Loews Waterfront 22,kelsdoesnttweet,2014,332,5,3,-79.9177,40.4066,-0.125
AMC Loews Waterfront 22,megan_wint,2014,341,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,colindean,2014,359,4,2,-79.9177,40.4066,-0.126
AMC Loews Waterfront 22,chintankamin,2015,3,6,19,-79.9177,40.4066,-0.126
AMC Loews Waterfront 22,MollyRhiannan,2015,18,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,techburgh,2015,19,1,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2015,20,2,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ConcertSurfer,2015,30,5,15,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,TalkDownie2Me,2015,48,2,18,-79.9177,40.4066,0.085
AMC Loews Waterfront 22,TalkDownie2Me,2015,59,6,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,akaBab6aiin,2015,66,6,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,lostmethod1,2015,67,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2014,32,6,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,afrasta,2014,51,4,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,svj111,2014,60,6,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,gurujonah,2014,74,6,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Jeremy_Lynch,2014,80,5,23,-79.9177,40.4066,0.176
AMC Loews Waterfront 22,kainimura,2014,94,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,kelsdoesnttweet,2014,94,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,babyboi8566,2014,96,0,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ReallyRoos,2014,117,0,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,124,0,16,-79.9177,40.4066,0.226
AMC Loews Waterfront 22,IxWalaa,2014,131,0,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,IPhillyBoy2011,2014,133,2,14,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,145,0,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,166,0,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,275,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,282,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,283,6,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,d0o0fy,2015,283,6,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,207,0,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,YmAlmansour,2015,74,0,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,chucksax,2015,311,6,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,YmAlmansour,2015,74,0,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,d0o0fy,2015,246,4,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,acetwo2k5,2015,121,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,275,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,282,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,283,6,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,205,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,NorAqeel,2015,144,0,2,-79.9177,40.4066,0.252
AMC Loews Waterfront 22,Silent_Jon,2015,151,0,20,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,SharkDavis,2015,154,3,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,chrissytinaaa,2015,121,5,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,techburgh,2015,144,0,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,183,4,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2015,188,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,277,0,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,183,4,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2015,188,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,techburgh,2015,144,0,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,205,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,116,0,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,205,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2015,188,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,192,6,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,268,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,268,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,270,0,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,275,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2015,216,2,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,chucksax,2015,311,6,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,275,5,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,282,5,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,283,6,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,d0o0fy,2015,283,6,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,YmAlmansour,2015,74,0,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,shannonleigh11,2015,124,1,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,brexx_nirpaw,2015,3,6,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,techburgh,2015,19,1,21,-79.9177,40.4066,0.247
AMC Loews Waterfront 22,kopitarus,2015,1,4,18,-79.9177,40.4066,-0.133
AMC Loews Waterfront 22,brexx_nirpaw,2015,12,1,21,-79.9177,40.4066,0.141
AMC Loews Waterfront 22,sonic13oom,2015,24,6,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,55,2,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mike8120,2015,67,0,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,67,0,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,brexx_nirpaw,2014,30,4,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ThisOtherJoe,2014,30,4,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,cinematicme,2014,31,5,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,AbbyDinges,2014,40,0,18,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,sparklyporsche,2014,41,1,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Heis1andIamHim,2014,45,5,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,redfoote74,2014,46,6,20,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,tashiaw,2014,46,6,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Kat_WV,2014,47,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ryanochman,2014,53,6,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,PennStater2007,2014,53,6,15,-79.9177,40.4066,0.231
AMC Loews Waterfront 22,kelsdoesnttweet,2014,67,6,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,SohmerAutumn,2014,68,0,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2014,71,3,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Swae816,2014,75,0,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2014,323,3,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2014,183,3,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Njoyableme,2014,79,4,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,IPhillyBoy2011,2014,80,5,3,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,sparklyporsche,2014,80,5,17,-79.9177,40.4066,0.200
AMC Loews Waterfront 22,LordSIniSteR,2014,88,6,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mauraphobia,2014,98,2,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mauraphobia,2014,98,2,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,S_alkahlan,2014,103,0,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2014,104,1,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,AngelinaRose333,2014,116,6,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ThisOtherJoe,2014,131,0,2,-79.9177,40.4066,0.192
AMC Loews Waterfront 22,kelsdoesnttweet,2014,134,3,21,-79.9177,40.4066,0.241
AMC Loews Waterfront 22,aaronkleiber,2014,136,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Jeremy_Lynch,2014,140,2,16,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Kiminthebuff,2014,144,6,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,chucksax,2014,145,0,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,aaronkleiber,2014,145,0,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,HumphreyLee,2014,146,1,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mike8120,2014,146,1,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Cheeky_Baby410,2014,146,1,21,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,CheesesChrist27,2014,173,0,16,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,ShelbyT20,2014,150,5,2,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,mtoguchi12,2014,151,6,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BurghJacks,2014,151,6,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,AngelinaRose333,2014,159,0,17,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,brexx_nirpaw,2014,155,3,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Trouble_02,2014,180,0,19,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,afrasta,2014,179,6,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Njoyableme,2014,178,5,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,BeautyandBalor,2015,195,2,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,196,3,0,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Twism44,2015,225,4,23,-79.9177,40.4066,0.137
AMC Loews Waterfront 22,baby_sirens,2015,225,4,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,superfro432,2015,235,0,22,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,241,6,2,-79.9177,40.4066,-0.036
AMC Loews Waterfront 22,BurghJacks,2015,79,5,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,Silent_Jon,2015,290,6,23,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,xbeautyxtruthx,2015,290,6,14,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,291,0,1,-79.9177,40.4066,0.000
AMC Loews Waterfront 22,baby_sirens,2015,202,2,0,-79.9177,40.4066,-0.365
AMC Loews Waterfront 22,PengHome,2014,299,0,0,-79.9177,40.4066,-0.270
AMC Loews Waterfront 22,kelsdoesnttweet,2015,92,4,22,-79.9177,40.4066,-0.270
AMC Loews Waterfront 22,kirbypuckett,2015,144,0,0,-79.9177,40.4066,-0.365
AMC Loews Waterfront 22,PengHome,2014,299,0,0,-79.9177,40.4066,-0.270
AMC Loews Waterfront 22,BurghJacks,2014,337,3,1,-79.9177,40.4066,-0.270
AMC Loews Waterfront 22,BAVars914,2015,119,3,23,-79.9177,40.4066,-0.270
AMC Loews Waterfront 22,BurghJacks,2014,337,3,1,-79.9177,40.4066,-0.270
AMC Loews Waterfront 22,kirbypuckett,2015,144,0,0,-79.9177,40.4066,-0.365
AMC Loews Waterfront 22,ConcertSurfer,2015,38,6,16,-79.9177,40.4066,-0.259
AMC Loews Waterfront 22,IPhillyBoy2011,2014,25,6,4,-79.9177,40.4066,-0.239
AMC Loews Waterfront 22,IPhillyBoy2011,2014,40,0,16,-79.9177,40.4066,-0.239
AMC Loews Waterfront 22,baby_sirens,2015,162,4,1,-79.9177,40.4066,0.000
Homestead,cmw27,2014,219,4,22,-79.9093,40.4049,0.000
Homestead,IPhillyBoy2011,2014,73,5,15,-79.9057,40.4073,0.000
Homestead,IPhillyBoy2011,2014,86,4,21,-79.9057,40.4073,0.000
Homestead,IPhillyBoy2011,2014,99,3,0,-79.9057,40.4073,0.000
Homestead,IPhillyBoy2011,2014,101,5,18,-79.9057,40.4073,0.000
Homestead,IPhillyBoy2011,2014,113,3,17,-79.9057,40.4073,0.000
Homestead,ZachFez412,2014,188,1,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,189,2,1,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,189,2,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,190,3,0,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,190,3,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,191,4,0,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,193,6,15,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,193,6,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,195,1,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,196,2,1,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,196,2,11,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,198,4,13,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,198,4,15,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,199,5,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,199,5,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,200,6,13,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,200,6,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,202,1,11,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,203,2,12,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,203,2,16,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,204,3,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,205,4,1,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,205,4,15,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,24,5,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,24,5,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,28,2,0,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,62,1,3,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,62,1,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,63,2,17,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,64,3,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,65,4,3,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,67,6,21,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,68,0,1,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,69,1,3,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,69,1,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,70,2,16,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,73,5,13,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,73,5,21,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,74,6,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,186,6,15,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,184,4,22,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,184,4,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,184,4,1,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,183,3,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,182,2,23,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,182,2,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,182,2,0,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,87,5,20,-79.9182,40.4104,0.000
Homestead,LucyLu226,2014,88,6,23,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,92,3,13,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,92,3,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,93,4,17,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,94,5,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,95,6,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,95,6,17,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,97,1,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,98,2,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,100,4,17,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,106,3,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,106,3,18,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,107,4,23,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,108,5,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,109,6,13,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,109,6,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,112,2,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,112,2,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,118,1,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,119,2,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,119,2,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,120,3,23,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,121,4,21,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,122,5,1,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,123,6,13,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,124,0,17,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,125,1,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,126,2,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,126,2,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,127,3,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,128,4,1,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,128,4,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,129,5,0,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,129,5,9,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,130,6,11,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,130,6,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,130,6,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,132,1,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,133,2,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,133,2,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,134,3,20,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,135,4,0,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,136,5,8,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,137,6,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,137,6,19,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,139,1,13,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,139,1,23,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,140,2,2,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,140,2,14,-79.9182,40.4104,0.000
Homestead,ZachFez412,2014,141,3,11,-79.9182,40.4104,0.000
