venue	lon	lat	category	user	year	doy	dow	hour	txt
NOLA on the Square	-80.0028	40.4410	NA	dlove170	2015	196	3	16	I'm at NOLA on the Square - in Pittsburgh, PA
NOLA on the Square	-80.0028	40.4410	NA	sooper_whit	2015	207	0	15	I'm at NOLA on the Square - in Pittsburgh, PA
Atria's Restaurant & Tavern	-79.8728	40.4892	NA	AlexVohar	2014	141	3	15	I'm at Atria's Restaurant &amp; Tavern - (Pittsburgh, PA)
Atria's Restaurant & Tavern	-79.8728	40.4892	NA	AtoZcomm	2014	354	6	18	I'm at Atria's Restaurant &amp; Tavern - in Pittsburgh, PA
Atria's Restaurant & Tavern	-79.8728	40.4892	NA	AeroBishop	2015	52	6	1	I'm at Atria's Restaurant &amp; Tavern - in Pittsburgh, PA
Atria's Restaurant & Tavern	-79.8728	40.4892	NA	AtoZcomm	2015	55	2	23	I'm at Atria's Restaurant &amp; Tavern - in Pittsburgh, PA
Atria's Restaurant & Tavern	-79.8728	40.4892	NA	AtoZcomm	2015	161	3	22	I'm at Atria's Restaurant &amp; Tavern - in Pittsburgh, PA
Equiparts	-79.9327	40.4946	NA	IPhillyBoy2011	2014	107	4	17	I'm at Equiparts (Pittsburgh, PA)
Whirl Publishing	-80.0267	40.4483	NA	gurujonah	2014	154	2	13	I'm at Whirl Publishing (Pittsburgh, PA)
AutoZone	-79.8918	40.4458	NA	Twism44	2014	46	6	16	I'm at AutoZone (Pittsburgh, PA)
AutoZone	-79.8918	40.4458	NA	IPhillyBoy2011	2014	54	0	12	I'm at AutoZone (Pittsburgh, PA)
Richter's	-80.0666	40.4734	NA	IPhillyBoy2011	2014	156	4	11	I'm at Richter's (Pittsburgh, PA)
Andy Warhol Bridge	-80.0010	40.4460	NA	RehdersCorner	2014	294	2	18	I'm at Andy Warhol Bridge in Pittsburgh, PA
Cafe Notte	-80.0918	40.5096	NA	IPhillyBoy2011	2014	156	4	12	I'm at Cafe Notte (Emsworth, PA)
Cafe Notte	-80.0918	40.5096	NA	boe_dye	2015	69	2	23	I'm at Cafe Notte in Emsworth, PA w/
Three Rivers Art Festival Pittsburgh Pa	-80.0058	40.4424	NA	AmyCapComedy	2015	157	6	18	Just posted a photo Three Rivers Art Festival Pittsburgh Pa
Wilkinsburg Station	-79.8884	40.4468	NA	DJTMI	2014	43	3	21	I'm at Wilkinsburg Station (Pittsburgh, PA)
Wilkinsburg Station	-79.8884	40.4468	NA	IPhillyBoy2011	2014	54	0	12	I'm at Wilkinsburg Station (Pittsburgh, PA)
Frick Art & Historical Center	-79.9010	40.4480	NA	AndyBNYC	2015	172	0	15	Just posted a photo Frick Art &amp; Historical Center
18th and East Carson Street	-79.9806	40.4288	NA	BaroneStephanie	2015	63	3	15	I'm at 18th and East Carson Street in Pittsburgh, PA
US Post Office	-80.0571	40.4969	NA	magnifika	2014	63	2	17	I'm at US Post Office (Pittsburgh, PA)
The UB Hideout	-79.8857	40.4311	NA	IPhillyBoy2011	2014	57	3	22	I'm at The UB Hideout (Swissvale, PA)
VA Pittsburgh Healthcare System	-79.9615	40.4466	NA	burghseyeview	2014	28	2	17	I'm at VA Pittsburgh Healthcare System (Pittsburgh, PA)
Lindos	-80.0184	40.4515	NA	ProfessorU	2015	188	2	11	I'm at Lindos in Pittsburgh, PA
Family Division	-79.9954	40.4385	NA	TravelingTricia	2014	135	4	16	I'm at Family Division (Pittsburgh, PA)
Family Division	-79.9954	40.4385	NA	HOPPERBOLIC	2014	135	4	16	I'm at Family Division w/
Family Division	-79.9954	40.4385	NA	HOPPERBOLIC	2015	177	5	12	I'm at Family Division in Pittsburgh, PA w/
Castle Shannon VFD	-80.0166	40.3658	NA	ryansmith1984	2015	49	3	19	Just posted a photo Castle Shannon VFD
Rita's Italian Ice Southside	-79.9698	40.4279	NA	mommyna77	2014	79	4	19	Just posted a photo Rita's Italian Ice Southside
Pizza Perfectta	-79.9253	40.4571	NA	tyoungs	2014	24	5	23	I'm at Pizza Perfectta (Pittsburgh, PA)
Allentown	-79.9950	40.4220	NA	DJTMI	2014	40	0	20	Just posted a photo Allentown
Wilson Park	-80.0509	40.4180	NA	emily4732	2015	138	1	16	Just posted a photo Wilson Park
basic	-80.0761	40.3650	NA	_delaneyyym	2015	48	2	3	Just posted a photo basic
Rex Theater	-79.9107	40.4960	NA	HPTmusic	2015	100	5	0	Just posted a photo Rex Theater
Strip District	-79.9834	40.4515	NA	zloch1	2014	130	6	14	Just posted a photo Strip District, Pittsburgh, Pennsylvania
Strip District	-79.9834	40.4515	NA	AFMJen	2014	166	0	15	Just posted a photo Strip District, Pittsburgh, Pennsylvania
Simple Ingredients	-79.9986	40.4427	NA	PersephoniA	2015	146	2	17	I'm at Simple Ingredients in Pittsburgh, PA
Hokkaido Seafood Buffet	-79.9243	40.4150	NA	BobSpuntak	2015	310	5	21	I'm at Hokkaido Seafood Buffet in Pittsburgh, PA
South Hills Country Club	-79.9856	40.3613	NA	churchjames	2014	109	6	17	Just posted a photo South Hills Country Club
Whitney Park	-79.8898	40.4361	NA	TeshawnEdmonds	2014	142	4	3	I'm at Whitney Park (Wilkinsburg, PA)
Piccadilly Artisan Yogurt and Creamery	-80.0444	40.3804	NA	larrywshields	2015	220	6	0	I'm at Piccadilly Artisan Yogurt and Creamery - in Mt Lebanon, PA w/
Fort Pitt Candy Co.	-79.9864	40.4495	NA	IPhillyBoy2011	2014	132	1	13	I'm at Fort Pitt Candy Co. (Pittsburgh, PA)
LeMont	-80.0177	40.4378	NA	ReallyRoos	2014	151	6	21	I'm at LeMont w/
LeMont	-80.0177	40.4378	NA	gurujonah	2014	151	6	21	I'm at LeMont (Pittsburgh, PA)
LeMont	-80.0177	40.4378	NA	MDBeaverhousand	2015	135	5	22	I'm at LeMont in Pittsburgh, PA
LeMont	-80.0177	40.4378	NA	anitadasu	2015	192	6	23	I'm at LeMont in Pittsburgh, PA
LeMont	-80.0177	40.4378	NA	yokeyen95	2015	268	5	22	I'm at LeMont in Pittsburgh, PA
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	28	2	16	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	42	2	16	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	44	4	20	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	56	2	19	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	72	4	18	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	77	2	18	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	86	4	17	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	92	3	19	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	95	6	16	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	95	6	16	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	100	4	15	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	105	2	15	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
CCAC Forester Student Services Center	-80.0148	40.4500	NA	philsy28	2014	114	4	17	I'm at CCAC Forester Student Services Center (Pittsburgh, PA)
Sharp Edge Beer Emporium	-79.9307	40.4601	NA	RashanWalker	2014	73	5	21	I'm at Sharp Edge Beer Emporium - (Pittsburgh, PA)
Sharp Edge Beer Emporium	-79.9307	40.4601	NA	AtoZcomm	2014	86	4	22	I'm at Sharp Edge Beer Emporium - (Pittsburgh, PA)
Sharp Edge Beer Emporium	-79.9307	40.4601	NA	RashanWalker	2014	104	1	23	I'm at Sharp Edge Beer Emporium - (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	78	3	14	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	101	5	13	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	115	5	14	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	129	5	15	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	141	3	15	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	169	3	21	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	183	3	20	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	afrasta	2014	196	2	21	I'm at Bat's Barber Shop (Pittsburgh, PA)
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	287	2	21	I'm at Bat's Barber Shop in Pittsburgh, PA
Bat's Barber Shop	-79.9264	40.4621	NA	louisbohanon	2014	309	3	21	I'm at Bat's Barber Shop in Pittsburgh, PA
Pittsburgh Improv	-79.9148	40.4093	NA	kirbypuckett	2015	74	0	22	I'm at Pittsburgh Improv - in Homestead, PA w/
Pittsburgh Improv	-79.9148	40.4093	NA	thekeyofdana	2015	80	6	22	I'm at Pittsburgh Improv - in Homestead, PA
Pittsburgh Improv	-79.9148	40.4093	NA	Twism44	2015	157	6	23	I'm at Pittsburgh Improv - in Homestead, PA
Pittsburgh Improv	-79.9148	40.4093	NA	TylerMoliterno	2015	197	4	23	I'm at Pittsburgh Improv - in Homestead, PA
Pittsburgh Improv	-79.9148	40.4093	NA	ShelbyT20	2015	273	3	23	I'm at Pittsburgh Improv - in Homestead, PA
Room 401	-80.0022	40.4352	NA	npaigex	2015	42	3	19	Just posted a photo Room 401
Subway	-80.0644	40.4945	NA	gelaterrano	2014	28	2	18	I'm at Subway (Pittsburgh, PA)
Heintz Field-Pittsburgh	-80.0085	40.4474	NA	Teylore	2015	274	4	23	Just posted a photo Heintz Field-Pittsburgh
Heintz Field-Pittsburgh	-80.0085	40.4474	NA	Teylore	2015	274	4	23	Just posted a photo Heintz Field-Pittsburgh
Jade Grille	-80.0448	40.3806	NA	mrstevegross	2014	289	4	0	I'm at Jade Grille in Mount Lebanon, PA
Jade Grille	-80.0448	40.3806	NA	denny86	2015	30	5	23	I'm at Jade Grille in Mount Lebanon, PA
Jade Grille	-80.0448	40.3806	NA	be_betterring	2015	46	0	0	I'm at Jade Grille in Mount Lebanon, PA
Jade Grille	-80.0448	40.3806	NA	mrstevegross	2015	80	6	17	I'm at Jade Grille in Mount Lebanon, PA
Northside Beer	-80.0069	40.4567	NA	NevinFoxeh	2014	186	6	15	I'm at Northside Beer (Pittsburgh, PA)
Stone Neapolitan Pizzeria	-80.0061	40.4414	NA	jeffreystone	2015	143	6	4	I'm at Stone Neapolitan Pizzeria in Pittsburgh, PA
Stone Neapolitan Pizzeria	-80.0061	40.4414	NA	chriscieri	2015	175	3	0	I'm at Stone Neapolitan Pizzeria in Pittsburgh, PA
Bea Taco Town	-79.9970	40.4423	NA	superfro432	2014	339	5	18	I'm at Bea Taco Town in Pittsburgh, PA
The Village Idot.	-79.8721	40.3652	NA	IPhillyBoy2011	2014	32	6	21	I'm at The Village Idot. (West Mifflin, PA)
The Village Idot.	-79.8721	40.3652	NA	IPhillyBoy2011	2014	132	1	1	I'm at The Village Idot. (West Mifflin, PA)
Schenley Quadrangle	-79.9557	40.4432	NA	timparenti	2014	39	6	5	I'm at Schenley Quadrangle - (Pittsburgh, PA) [pic]:
Schorin Co. Inc.	-79.9848	40.4505	NA	Diva_Savour	2014	175	2	16	I'm at Schorin Co. Inc. (Pittsburgh, PA)
Jiffy Lube	-79.9053	40.4902	NA	Quotesbynick	2014	179	6	19	I'm at Jiffy Lube (PA)
Preferred Primary Care Physicians	-80.0806	40.3898	NA	pghsweetie	2014	121	4	17	I'm at Preferred Primary Care Physicians (Pittsburgh, PA)
Seor Frogs	-80.0255	40.3990	NA	JBrent1911	2014	158	6	3	I'm at Seor Frogs w/
Seor Frogs	-80.0255	40.3990	NA	IInPhluence	2014	355	0	6	I'm at Seor Frogs in Pittsburgh, PA
Seor Frogs	-80.0255	40.3990	NA	twjohn31	2014	33	0	6	Just posted a photo Seor Frogs
Living the suite life	-80.0130	40.4482	NA	kaytee_oliver	2014	363	1	0	Just posted a photo Living the suite life
Pbf 38 Engine	-80.0027	40.4732	NA	IPhillyBoy2011	2014	116	6	2	I'm at Pbf 38 Engine (Pittsburgh, PA)
Cherry City	-79.9580	40.4942	NA	apeybxx	2015	207	0	2	I'm at Cherry City in Pittsburgh, PA
Old Shell Gas Station	-79.9459	40.5025	NA	IPhillyBoy2011	2014	94	5	20	I'm at Old Shell Gas Station (Etna, PA)
UPMC Harbor Garden	-80.0312	40.4559	NA	mommyna77	2014	77	2	16	I'm at UPMC Harbor Garden (Pittsburgh, PA)
Le Mardi Gras	-79.9347	40.4513	NA	ATSmithJr	2015	284	0	1	Just posted a photo Le Mardi Gras
12 avenue playground	-79.8992	40.4059	NA	LanceWoolheater	2014	192	5	20	I'm at 12 avenue playground (Munhall, PA)
12 avenue playground	-79.8992	40.4059	NA	LanceWoolheater	2014	359	4	15	I'm at 12 avenue playground in Munhall, PA
Bottom Dollar	-79.9400	40.4653	NA	pittpunk	2014	162	3	20	I'm at Bottom Dollar (Pittsburgh, PA)
Scotts Autobody	-80.0645	40.4749	NA	IPhillyBoy2011	2014	156	4	12	I'm at Scotts Autobody (Mc Kees Rocks, PA)
Cioppino	-79.9829	40.4540	NA	Liebow	2014	39	6	23	I'm at Cioppino (Pittsburgh, PA)
Cioppino	-79.9829	40.4540	NA	mlenosh	2014	47	0	7	I'm at Cioppino (Pittsburgh, PA)
Cioppino	-79.9829	40.4540	NA	BurghJacks	2014	79	4	23	I'm at Cioppino (Pittsburgh, PA)
Cioppino	-79.9829	40.4540	NA	angelblas17	2014	138	0	0	I'm at Cioppino (Pittsburgh, PA)
Cioppino	-79.9829	40.4540	NA	1502Cigars	2014	150	5	3	I'm at Cioppino (Pittsburgh, PA)
Cioppino	-79.9829	40.4540	NA	nicolasajimenez	2014	218	3	0	I'm at Cioppino in Pittsburgh, PA
Cioppino	-79.9829	40.4540	NA	Twism44	2015	74	0	2	I'm at Cioppino in Pittsburgh, PA
Cioppino	-79.9829	40.4540	NA	smjasmin	2015	154	3	3	I'm at Cioppino in Pittsburgh, PA
Mvp Pizza	-79.8720	40.3683	NA	IPhillyBoy2011	2014	48	1	12	I'm at Mvp Pizza (West Mifflin, PA)
Mvp Pizza	-79.8720	40.3683	NA	IPhillyBoy2011	2014	98	2	14	I'm at Mvp Pizza (West Mifflin, PA)
Club Zoo	-79.9875	40.4499	NA	bdarby402	2014	82	0	15	Just posted a photo Club Zoo
Club Zoo	-79.9875	40.4499	NA	ShawGalleries	2014	178	5	2	Just posted a photo Club Zoo
Crepes Parisiennes	-79.9488	40.4460	NA	G33kyG1rl	2014	241	5	15	I'm at Crepes Parisiennes in Pittsburgh, PA
Crepes Parisiennes	-79.9488	40.4460	NA	be_betterring	2015	28	3	18	I'm at Crepes Parisiennes in Pittsburgh, PA
Crepes Parisiennes	-79.9488	40.4460	NA	be_betterring	2015	34	2	18	I'm at Crepes Parisiennes in Pittsburgh, PA
Crepes Parisiennes	-79.9488	40.4460	NA	be_betterring	2015	41	2	18	I'm at Crepes Parisiennes in Pittsburgh, PA
Crepes Parisiennes	-79.9488	40.4460	NA	be_betterring	2015	44	5	19	I'm at Crepes Parisiennes in Pittsburgh, PA
Crepes Parisiennes	-79.9488	40.4460	NA	timparenti	2015	290	6	19	I'm at Crepes Parisiennes in Pittsburgh, PA
UPMC Mercy	-79.9853	40.4365	NA	ShelbyT20	2015	152	1	21	I'm at UPMC Mercy in Pittsburgh, PA
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	tinpirate	2014	55	1	13	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	tinpirate	2014	64	3	1	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	juancg27	2014	164	5	11	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	juancg27	2014	165	6	12	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	juancg27	2014	166	0	1	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	Chase132	2014	179	6	17	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	jenherczeg	2014	181	1	23	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	bethmetal	2014	194	0	13	I'm at Wyndham Pittsburgh University Center (Pittsburgh, PA)
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	LeBeauBG	2014	242	6	20	I'm at Wyndham Pittsburgh University Center in Pittsburgh, PA
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	kpieples	2014	331	4	19	I'm at Wyndham Pittsburgh University Center in Pittsburgh, PA
Wyndham Pittsburgh University Center	-79.9549	40.4458	NA	dropseed	2014	340	6	0	I'm at Wyndham Pittsburgh University Center in Pittsburgh, PA
The Modern Cafe	-80.0165	40.4521	NA	gelaterrano	2014	177	4	1	I'm at The Modern Cafe (Pittsburgh, PA)
The Modern Cafe	-80.0165	40.4521	NA	ultracruz6	2014	82	0	2	Just posted a photo The Modern Cafe
Duke's Upper Deck	-79.9129	40.4054	NA	WePhelps	2014	54	0	2	I'm at Duke's Upper Deck (Homestead, PA)
Duke's Upper Deck	-79.9129	40.4054	NA	IPhillyBoy2011	2014	80	5	3	I'm at Duke's Upper Deck (Homestead, PA)
Duke's Upper Deck	-79.9129	40.4054	NA	IPhillyBoy2011	2014	101	5	18	I'm at Duke's Upper Deck (Homestead, PA)
Duke's Upper Deck	-79.9129	40.4054	NA	psuftk08	2014	108	5	21	I'm at Duke's Upper Deck (Homestead, PA)
Duke's Upper Deck	-79.9129	40.4054	NA	IPhillyBoy2011	2014	113	3	17	I'm at Duke's Upper Deck (Homestead, PA)
Duke's Upper Deck	-79.9129	40.4054	NA	Thea_Mae	2015	143	6	0	I'm at Duke's Upper Deck in Homestead, PA
71A	-79.9775	40.4382	NA	IPhillyBoy2011	2014	100	4	3	I'm at 71A (Pittsburgh, PA)
piano slave for NHS	-79.9987	40.3684	NA	petalfever	2015	119	3	21	Just posted a photo piano slave for NHS
UPMC Presbyterian Hospital	-79.9602	40.4427	NA	bhoover76	2014	126	2	13	Just posted a photo UPMC Presbyterian Hospital
The Hill District	-79.9768	40.4448	NA	iFredLee	2014	32	6	5	I'm at The Hill District (Pittsburgh, PA)
The Hill District	-79.9768	40.4448	NA	H0tNFun	2014	214	6	19	I'm at The Hill District in Pittsburgh, PA
APlus at Sunoco	-80.0225	40.3957	NA	Cekyr0	2015	298	0	22	I'm at APlus at Sunoco in Pittsburgh, PA
Squirrel Hill	-79.9230	40.4331	NA	lsuper	2014	26	0	16	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	26	0	23	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	28	2	19	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	29	3	18	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	30	4	14	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	30	4	21	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	31	5	23	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	32	6	15	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	32	6	23	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	33	0	18	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	thesukiusagi	2014	34	1	19	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	35	2	17	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	36	3	20	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	38	5	23	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	41	1	0	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	47	0	1	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	49	2	0	I'm at Squirrel Hill (Pittsburgh, PA)
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	54	0	1	I'm at Squirrel Hill (Pittsburgh, PA) w/ 2 others
Squirrel Hill	-79.9230	40.4331	NA	joncmu	2014	57	3	23	I'm at Squirrel Hill (Pittsburgh, PA) w/ 2 others
UPMC Montefiore	-79.9620	40.4411	NA	Felicia7997	2014	68	0	18	I'm at UPMC Montefiore (Pittsburgh, PA)
UPMC Montefiore	-79.9620	40.4411	NA	Felicia7997	2014	69	1	9	I'm at UPMC Montefiore (Pittsburgh, PA)
UPMC Montefiore	-79.9620	40.4411	NA	BobbyOBobby	2014	100	4	13	I'm at UPMC Montefiore (Pittsburgh, PA)
UPMC Montefiore	-79.9620	40.4411	NA	Felicia7997	2015	39	0	14	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	243	1	11	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	244	2	11	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	301	3	11	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	302	4	10	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	302	4	16	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	306	1	11	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	307	2	17	I'm at UPMC Montefiore in Pittsburgh, PA
UPMC Montefiore	-79.9620	40.4411	NA	RCTheFox	2015	310	5	11	I'm at UPMC Montefiore in Pittsburgh, PA
Bloomfield Bridge Tavern	-79.9527	40.4634	NA	sparklyporsche	2014	71	3	0	I'm at Bloomfield Bridge Tavern (Pittsburgh, PA)
Bloomfield Bridge Tavern	-79.9527	40.4634	NA	JessicaRricci	2014	137	6	3	I'm at Bloomfield Bridge Tavern (Pittsburgh, PA)
Bloomfield Bridge Tavern	-79.9527	40.4634	NA	BoydleService	2014	148	3	23	I'm at Bloomfield Bridge Tavern (Pittsburgh, PA)
Bloomfield Bridge Tavern	-79.9527	40.4634	NA	promochrisc	2014	274	3	1	I'm at Bloomfield Bridge Tavern in Pittsburgh, PA
Bloomfield Bridge Tavern	-79.9527	40.4634	NA	Joe231k	2015	38	6	2	I'm at Bloomfield Bridge Tavern in Pittsburgh, PA
Bloomfield Bridge Tavern	-79.9527	40.4634	NA	nlourette	2015	198	5	1	I'm at Bloomfield Bridge Tavern in Pittsburgh, PA
Voelkel	-80.0368	40.3971	NA	JohnnyStLethal	2014	320	0	5	Just posted a photo Voelkel
Taste of India	-79.9535	40.4659	NA	aristotlejulep	2014	143	5	22	I'm at Taste of India (Pittsburgh, PA)
three rivers arts festival	-80.0042	40.4462	NA	Julll_Car	2015	157	6	0	Just posted a photo three rivers arts festival
Northview Heights Elementary	-80.0047	40.4808	NA	IPhillyBoy2011	2014	131	0	9	I'm at Northview Heights Elementary
Poppy's	-79.9485	40.4613	NA	sonic13oom	2014	123	6	3	I'm at Poppy's (Pittsburgh, PA)
