venue	lon	lat	user	year	doy	dow	hour	senti_val	txt
La Huette Royal	-79.9826	40.4670	twisted_view	2015	60	0	18	0.000	Just posted a photo La Huette Royal
La Huette Royal	-79.9826	40.4670	twisted_view	2015	60	0	18	0.000	Just posted a photo La Huette Royal
La Huette Royal	-79.9826	40.4670	twisted_view	2015	60	0	17	0.000	Just posted a photo La Huette Royal
La Huette Royal	-79.9826	40.4670	twisted_view	2015	60	0	18	0.000	Just posted a photo La Huette Royal
La Huette Royal	-79.9826	40.4670	twisted_view	2015	60	0	18	0.000	Just posted a photo La Huette Royal
La Huette Royal	-79.9826	40.4670	twisted_view	2015	60	0	18	0.000	Just posted a photo La Huette Royal
La Huette Royal	-79.9826	40.4670	twisted_view	2015	60	0	18	0.000	Just posted a photo La Huette Royal
ODAR	-79.9934	40.4460	woods_hollylynn	2015	9	5	17	0.000	Just posted a photo ODAR
ODAR	-79.9934	40.4460	woods_hollylynn	2015	9	5	17	0.000	Just posted a photo ODAR
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	78	3	23	0.000	Just posted a photo Allegheny General Hospital
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	78	3	23	0.000	Just posted a photo Allegheny General Hospital
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	78	3	23	0.000	Just posted a photo Allegheny General Hospital
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	78	3	23	0.000	Just posted a photo Allegheny General Hospital
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	78	3	23	0.000	Just posted a photo Allegheny General Hospital
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	76	1	23	0.000	Just posted a photo Allegheny General Hospital
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	78	3	23	0.000	Just posted a photo Allegheny General Hospital
Allegheny General Hospital	-80.0029	40.4572	DJTMI	2014	78	3	23	0.000	Just posted a photo Allegheny General Hospital
SIX16 Body Piercing & Fine Jewelry	-79.9596	40.4721	willjbolin	2015	199	6	19	0.184	Just posted a photo SIX16 Body Piercing &amp; Fine Jewelry
Parks & Recreation Dept	-79.9466	40.4349	ATSmithJr	2015	283	6	14	0.000	Just posted a photo Parks &amp; Recreation Dept
Parks & Recreation Dept	-79.9466	40.4349	ATSmithJr	2015	283	6	14	0.000	Just posted a photo Parks &amp; Recreation Dept
Parks & Recreation Dept	-79.9466	40.4349	ATSmithJr	2015	283	6	14	0.000	Just posted a photo Parks &amp; Recreation Dept
Parks & Recreation Dept	-79.9466	40.4349	ATSmithJr	2015	283	6	14	0.000	Just posted a photo Parks &amp; Recreation Dept
Parks & Recreation Dept	-79.9466	40.4349	ATSmithJr	2015	283	6	14	0.000	Just posted a photo Parks &amp; Recreation Dept
